conversation_id,subject,true_rating,predicted_rating,final_confidence,absolute_error,conversation_length,terminated_reason,duration_seconds,confidence_trajectory
f640b55f-b1fa-40ca-8e61-e5b90467fc05,python_programming,2.068174605033958,5.0,0.5,2.931825394966042,3,confidence_threshold,0.018997,"[0.2, 0.66, 0.8]"
457c70b6-a2f3-4546-8029-5e62cb27f6fc,machine_learning,8.402743001752224,5.0,0.5,3.402743001752224,5,max_exchanges,0.031003,"[0.2, 0.51, 0.39, 0.35, 0.38]"
72cb86d5-cbf9-4a35-ac58-81911bee75b5,machine_learning,0.5,5.0,0.5,4.5,5,max_exchanges,0.03,"[0.2, 0.36, 0.59, 0.5, 0.55]"
dcee59e6-ba12-4ffe-863c-915eb74e183c,python_programming,2.874147642383812,5.0,0.5,2.125852357616188,5,max_exchanges,0.030993,"[0.2, 0.76, 0.55, 0.68, 0.35]"
ded212a8-b372-44b3-8d03-61e718847ebc,python_programming,7.25,5.0,0.5,2.25,5,max_exchanges,0.030004,"[0.2, 0.42, 0.75, 0.54, 0.46]"
8c51c28d-23b1-475f-82f8-7f924ac31fca,python_programming,0.4925076132607818,5.0,0.5,4.5074923867392185,5,max_exchanges,0.027003,"[0.2, 0.54, 0.75, 0.32, 0.4]"
2d2eb816-a73c-48f6-80ad-d0175ec8b2bc,data_science,4.3902965295742575,5.0,0.5,0.6097034704257425,5,max_exchanges,0.027,"[0.2, 0.33, 0.74, 0.69, 0.61]"
a6d11dcb-eaf7-49eb-a10e-fd94e932eaed,python_programming,5.0,5.0,0.5,0.0,5,confidence_threshold,0.025995,"[0.2, 0.7, 0.63, 0.34, 0.8]"
40ff3697-dd82-4ed8-831b-d7fe4489dbc0,python_programming,4.034994709220829,5.0,0.5,0.9650052907791711,5,max_exchanges,0.029001,"[0.2, 0.51, 0.6, 0.51, 0.52]"
5ebc0475-8c9d-42fc-b669-7b1485661dca,python_programming,9.5,5.0,0.5,4.5,5,max_exchanges,0.027993,"[0.2, 0.52, 0.33, 0.64, 0.73]"
de98531d-5308-457f-8c12-27d6b4971765,web_development,4.919531468265383,5.0,0.5,0.08046853173461699,5,max_exchanges,0.029002,"[0.2, 0.42, 0.35, 0.68, 0.59]"
85f2cc65-a1ce-4931-8323-81a605e39dfb,python_programming,0.0,5.0,0.5,5.0,5,max_exchanges,0.028009,"[0.2, 0.36, 0.69, 0.51, 0.58]"
aa12ae10-93d7-45d0-b4cc-cc97054fde92,python_programming,2.75,5.0,0.5,2.25,5,max_exchanges,0.027995,"[0.2, 0.68, 0.51, 0.76, 0.31]"
803cbc28-0aee-4615-bcc3-c75542b4d355,python_programming,1.9224479176647373,5.0,0.5,3.077552082335263,5,max_exchanges,0.027003,"[0.2, 0.67, 0.57, 0.62, 0.46]"
97d3267c-3061-4d7d-9208-eb5c34bf569f,python_programming,0.02941963224668953,5.0,0.5,4.9705803677533105,5,max_exchanges,0.027519,"[0.2, 0.74, 0.39, 0.52, 0.54]"
cb4a10ce-8fde-42c2-8125-4d3178aa597c,python_programming,4.047117027370955,5.0,0.5,0.9528829726290446,5,max_exchanges,0.027528,"[0.2, 0.54, 0.54, 0.79, 0.62]"
7e19010e-cdfb-49d8-9b71-791fe0251448,python_programming,0.5,5.0,0.5,4.5,5,max_exchanges,0.019121,"[0.2, 0.71, 0.36, 0.78, 0.64]"
699c159d-3c51-45ea-849e-695da81aab12,python_programming,0.8723301067910817,5.0,0.5,4.127669893208918,5,max_exchanges,0.012593,"[0.2, 0.78, 0.62, 0.7, 0.64]"
